PID	DocID	SentenceID	UserID	Novelty	Text					
140	88130	1	ercangu	3	Otobüs 	Aras Nehri'ne uçtu :21 yaralý Bir yolcu otobüsünün Aras Nehri'ne uçmasý sonucu ilk belirlemelere göre 21 kiþi yaralandý .				
140	88130	1	Mehmet	2	Otobüs 	Aras Nehri'ne uçtu :21 yaralý Bir yolcu otobüsünün Aras Nehri'ne uçmasý sonucu ilk belirlemelere göre 21 kiþi yaralandý .				
140	88130	1	mücahid	2	Otobüs 	Aras Nehri'ne uçtu :21 yaralý Bir yolcu otobüsünün Aras Nehri'ne uçmasý sonucu ilk belirlemelere göre 21 kiþi yaralandý .				
140	88130	2	ercangu	2	Ýstanbul'dan Iðdýr'a gitmekte olan Musa Pelek'in kullandýðý 34 YJ 9924 plakalý yolcu otobüsü 	Karakurt mevkiinde Aras Nehri'ne uçtu .				
140	88130	2	Mehmet	2	Ýstanbul'dan Iðdýr'a gitmekte olan Musa Pelek'in kullandýðý 34 YJ 9924 plakalý yolcu otobüsü 	Karakurt mevkiinde Aras Nehri'ne uçtu .				
140	88130	2	mücahid	2	Ýstanbul'dan Iðdýr'a gitmekte olan Musa Pelek'in kullandýðý 34 YJ 9924 plakalý yolcu otobüsü 	Karakurt mevkiinde Aras Nehri'ne uçtu .				
140	88130	3	ercangu	3	Olayda 	ilk belirlemelere göre 21 kiþi yaralandý .				
140	88130	3	Mehmet	2	Olayda 	ilk belirlemelere göre 21 kiþi yaralandý .				
140	88130	3	mücahid	2	Olayda 	ilk belirlemelere göre 21 kiþi yaralandý .				
140	88130	4	ercangu	2	Otobüste bulunan yolcularýn kurtarýlmasýna çalýþýlýyor .					
140	88130	4	Mehmet	2	Otobüste bulunan yolcularýn kurtarýlmasýna çalýþýlýyor .					
140	88130	4	mücahid	2	Otobüste bulunan yolcularýn kurtarýlmasýna çalýþýlýyor .					
140	88134	1	ercangu	2	Sabah saat :06 .00 sýralarýnda meydana gelen kazada 	Ýstanbul'dan Iðdýr'a gitmekte olan Musa Pelek'in kullandýðý 34 YJ 9924 plakalý yolcu otobüsü 	Karakurt mevkiinde Aras Nehri'ne uçtu .			
140	88134	1	Mehmet	2	Sabah saat :06 .00 sýralarýnda meydana gelen kazada 	Ýstanbul'dan Iðdýr'a gitmekte olan Musa Pelek'in kullandýðý 34 YJ 9924 plakalý yolcu otobüsü 	Karakurt mevkiinde Aras Nehri'ne uçtu .			
140	88134	1	mücahid	2	Sabah saat :06 .00 sýralarýnda meydana gelen kazada 	Ýstanbul'dan Iðdýr'a gitmekte olan Musa Pelek'in kullandýðý 34 YJ 9924 plakalý yolcu otobüsü 	Karakurt mevkiinde Aras Nehri'ne uçtu .			
140	88134	2	ercangu	2	Yaralý yolcular Horasan ve Sarýkamýþ Devlet Hastaneleri'ne kaldýrýldý .					
140	88134	2	Mehmet	2	Yaralý yolcular Horasan ve Sarýkamýþ Devlet Hastaneleri'ne kaldýrýldý .					
140	88134	2	mücahid	2	Yaralý yolcular Horasan ve Sarýkamýþ Devlet Hastaneleri'ne kaldýrýldý .					
140	88134	3	ercangu	3	Olay yerine gelen vincin otobüsü çýkartmasý bekleniyor .					
140	88134	3	Mehmet	3	Olay yerine gelen vincin otobüsü çýkartmasý bekleniyor .					
140	88134	3	mücahid	3	Olay yerine gelen vincin otobüsü çýkartmasý bekleniyor .					
140	88134	4	ercangu	2	Kazada ölen olup olmadýðý konusunda henüz bir bilgi geçilmedi .					
140	88134	4	Mehmet	2	Kazada ölen olup olmadýðý konusunda henüz bir bilgi geçilmedi .					
140	88134	4	mücahid	2	Kazada ölen olup olmadýðý konusunda henüz bir bilgi geçilmedi .					
140	88145	1	ercangu	3	Aras Nehri'ne uçan otobüsten yaralý kurtarýlan kadýn öldü Aras Nehri'ne uçan yolcu otobüsünden yaralý kurtarýlan bir kadýn 	hayatýný kaybetti .				
140	88145	1	Mehmet	3	Aras Nehri'ne uçan otobüsten yaralý kurtarýlan kadýn öldü Aras Nehri'ne uçan yolcu otobüsünden yaralý kurtarýlan bir kadýn 	hayatýný kaybetti .				
140	88145	1	mücahid	3	Aras Nehri'ne uçan otobüsten yaralý kurtarýlan kadýn öldü Aras Nehri'ne uçan yolcu otobüsünden yaralý kurtarýlan bir kadýn 	hayatýný kaybetti .				
140	88145	2	ercangu	2	Ýstanbul'dan Iðdýr'a gitmekte olan ve Karakurt mevkiinde Aras Nehri'ne uçan yolcu otobüsünden yaralý kurtarýlan kadýn 	Sarýkamýþ Devlet Hastanesi'ne kaldýrýlýrken öldü .				
140	88145	2	Mehmet	3	Ýstanbul'dan Iðdýr'a gitmekte olan ve Karakurt mevkiinde Aras Nehri'ne uçan yolcu otobüsünden yaralý kurtarýlan kadýn 	Sarýkamýþ Devlet Hastanesi'ne kaldýrýlýrken öldü .				
140	88145	2	mücahid	3	Ýstanbul'dan Iðdýr'a gitmekte olan ve Karakurt mevkiinde Aras Nehri'ne uçan yolcu otobüsünden yaralý kurtarýlan kadýn 	Sarýkamýþ Devlet Hastanesi'ne kaldýrýlýrken öldü .				
140	88145	3	ercangu	2	Arama ve kurtarma çalýþmalarýna katýlmak üzere 	Erzurum Sivil Savunma Müdürlüðü'nden 5'i dalgýç 14 personelden oluþan bir ekip 	olay yerine gitti .			
140	88145	3	Mehmet	2	Arama ve kurtarma çalýþmalarýna katýlmak üzere 	Erzurum Sivil Savunma Müdürlüðü'nden 5'i dalgýç 14 personelden oluþan bir ekip 	olay yerine gitti .			
140	88145	3	mücahid	2	Arama ve kurtarma çalýþmalarýna katýlmak üzere 	Erzurum Sivil Savunma Müdürlüðü'nden 5'i dalgýç 14 personelden oluþan bir ekip 	olay yerine gitti .			
140	88145	4	ercangu	2	Otobüste bulunanlarýn sayýsý henüz tespit edilemedi .					
140	88145	4	Mehmet	2	Otobüste bulunanlarýn sayýsý henüz tespit edilemedi .					
140	88145	4	mücahid	2	Otobüste bulunanlarýn sayýsý henüz tespit edilemedi .					
140	88145	5	ercangu	3	Arama ve kurtarma çalýþmalarý için sivil savunma ekibi bekleniyor .					
140	88145	5	Mehmet	2	Arama ve kurtarma çalýþmalarý için sivil savunma ekibi bekleniyor .					
140	88145	5	mücahid	2	Arama ve kurtarma çalýþmalarý için sivil savunma ekibi bekleniyor .					
140	88176	1	ercangu	2	Erzurum'dan giden ve 5 dalgýcýn yer aldýðý sivil savunma ekibi arama çalýþmalarýný sürdürürken 	kazada yaralananlarýn Kars 	Sarýkamýþ ve Horasan devlet hastanelerinde tedavileri sürüyor .			
140	88176	1	Mehmet	2	Erzurum'dan giden ve 5 dalgýcýn yer aldýðý sivil savunma ekibi arama çalýþmalarýný sürdürürken 	kazada yaralananlarýn Kars 	Sarýkamýþ ve Horasan devlet hastanelerinde tedavileri sürüyor .			
140	88176	1	mücahid	2	Erzurum'dan giden ve 5 dalgýcýn yer aldýðý sivil savunma ekibi arama çalýþmalarýný sürdürürken 	kazada yaralananlarýn Kars 	Sarýkamýþ ve Horasan devlet hastanelerinde tedavileri sürüyor .			
140	88176	2	ercangu	2	Sabah saatlerinde meydana gelen kazada 	Musa Pelek'in kullandýðý bildirilen 34 YJ 9924 plakalý yolcu otobüsü 	Karakurt mevkiinde Aras Nehri'ne uçmuþtu .			
140	88176	2	Mehmet	2	Sabah saatlerinde meydana gelen kazada 	Musa Pelek'in kullandýðý bildirilen 34 YJ 9924 plakalý yolcu otobüsü 	Karakurt mevkiinde Aras Nehri'ne uçmuþtu .			
140	88176	2	mücahid	2	Sabah saatlerinde meydana gelen kazada 	Musa Pelek'in kullandýðý bildirilen 34 YJ 9924 plakalý yolcu otobüsü 	Karakurt mevkiinde Aras Nehri'ne uçmuþtu .			
140	88176	3	ercangu	3	Edinilen bilgiye göre 	olay yerinde 3 kiþinin hayatýný kaybettiði kazada 	Erzurum'a sevkedilen yaralýlardan Nahile Askerova da hayatýný kaybetti .			
140	88176	3	Mehmet	2	Edinilen bilgiye göre 	olay yerinde 3 kiþinin hayatýný kaybettiði kazada 	Erzurum'a sevkedilen yaralýlardan Nahile Askerova da hayatýný kaybetti .			
140	88176	3	mücahid	3	Edinilen bilgiye göre 	olay yerinde 3 kiþinin hayatýný kaybettiði kazada 	Erzurum'a sevkedilen yaralýlardan Nahile Askerova da hayatýný kaybetti .			
140	88176	4	ercangu	3	Kaza sonrasý nehirde akýntýya kapýldýðý belirtilen 3 kiþiden 2'sinin cesedi yapýlan çalýþma sonrasý bulunurken 	diðer kayýp yolcunun aranmasýna devam ediliyor .				
140	88176	4	Mehmet	3	Kaza sonrasý nehirde akýntýya kapýldýðý belirtilen 3 kiþiden 2'sinin cesedi yapýlan çalýþma sonrasý bulunurken 	diðer kayýp yolcunun aranmasýna devam ediliyor .				
140	88176	4	mücahid	2	Kaza sonrasý nehirde akýntýya kapýldýðý belirtilen 3 kiþiden 2'sinin cesedi yapýlan çalýþma sonrasý bulunurken 	diðer kayýp yolcunun aranmasýna devam ediliyor .				
140	88177	1	ercangu	2	Yolcu otobüsü Aras Nehri'ne uçtu :2 ölü Aras Nehri'ne uçan yolcu otobüsünden 	bir kadýn yolcunun cesedi çýkarýldý .				
140	88177	1	Mehmet	3	Yolcu otobüsü Aras Nehri'ne uçtu :2 ölü Aras Nehri'ne uçan yolcu otobüsünden 	bir kadýn yolcunun cesedi çýkarýldý .				
140	88177	1	mücahid	2	Yolcu otobüsü Aras Nehri'ne uçtu :2 ölü Aras Nehri'ne uçan yolcu otobüsünden 	bir kadýn yolcunun cesedi çýkarýldý .				
140	88177	2	ercangu	2	Ýstanbul'dan Iðdýr'a gitmekte olan ve Karakurt mevkiinde Aras Nehri'ne uçan yolcu otobüsünden 	dalgýçlar 	bir kadýn yolcunun cesedini çýkardýlar .			
140	88177	2	Mehmet	3	Ýstanbul'dan Iðdýr'a gitmekte olan ve Karakurt mevkiinde Aras Nehri'ne uçan yolcu otobüsünden 	dalgýçlar 	bir kadýn yolcunun cesedini çýkardýlar .			
140	88177	2	mücahid	2	Ýstanbul'dan Iðdýr'a gitmekte olan ve Karakurt mevkiinde Aras Nehri'ne uçan yolcu otobüsünden 	dalgýçlar 	bir kadýn yolcunun cesedini çýkardýlar .			
140	88177	3	ercangu	2	Erzurum'dan giden ve 5 dalgýcýn yer aldýðý sivil savunma ekibi arama çalýþmalarýný sürdürürken 	kazada yaralananlarýn Kars 	Sarýkamýþ ve Horasan devlet hastanelerinde tedavileri sürüyor .			
140	88177	3	Mehmet	2	Erzurum'dan giden ve 5 dalgýcýn yer aldýðý sivil savunma ekibi arama çalýþmalarýný sürdürürken 	kazada yaralananlarýn Kars 	Sarýkamýþ ve Horasan devlet hastanelerinde tedavileri sürüyor .			
140	88177	3	mücahid	2	Erzurum'dan giden ve 5 dalgýcýn yer aldýðý sivil savunma ekibi arama çalýþmalarýný sürdürürken 	kazada yaralananlarýn Kars 	Sarýkamýþ ve Horasan devlet hastanelerinde tedavileri sürüyor .			
140	88177	4	ercangu	2	Sabah saatlerinde meydana gelen kazada 	Musa Pelek'in kullandýðý bildirilen 34 YJ 9924 plakalý yolcu otobüsü 	Karakurt mevkiinde Aras Nehri'ne uçmuþ 	ilk belirlemelere göre 1 kadýn 	hastaneye götürülürken yaþamýný yitirmiþ 	20 kiþi yaralanmýþtý .
140	88177	4	Mehmet	2	Sabah saatlerinde meydana gelen kazada 	Musa Pelek'in kullandýðý bildirilen 34 YJ 9924 plakalý yolcu otobüsü 	Karakurt mevkiinde Aras Nehri'ne uçmuþ 	ilk belirlemelere göre 1 kadýn 	hastaneye götürülürken yaþamýný yitirmiþ 	20 kiþi yaralanmýþtý .
140	88177	4	mücahid	2	Sabah saatlerinde meydana gelen kazada 	Musa Pelek'in kullandýðý bildirilen 34 YJ 9924 plakalý yolcu otobüsü 	Karakurt mevkiinde Aras Nehri'ne uçmuþ 	ilk belirlemelere göre 1 kadýn 	hastaneye götürülürken yaþamýný yitirmiþ 	20 kiþi yaralanmýþtý .
140	88177	5	ercangu	2	Çýkarýlan kadýn yolcuyla birlikte 	ölenlerin sayýsý 2'ye yükseldi .				
140	88177	5	Mehmet	2	Çýkarýlan kadýn yolcuyla birlikte 	ölenlerin sayýsý 2'ye yükseldi .				
140	88177	5	mücahid	2	Çýkarýlan kadýn yolcuyla birlikte 	ölenlerin sayýsý 2'ye yükseldi .				
140	88185	1	ercangu	2	Yolcu otobüsü Aras Nehri'ne uçtu :2 ölü 	37 yaralý Kars'ýn Sarýkamýþ Ýlçesi Kaymakamý Bayram Gale 	Aras Nehri'ne uçan otobüste belirlemelere göre iki kiþinin öldüðü 	37 kiþinin yaralandýðýný bildirdi .		
140	88185	1	Mehmet	2	Yolcu otobüsü Aras Nehri'ne uçtu :2 ölü 	37 yaralý Kars'ýn Sarýkamýþ Ýlçesi Kaymakamý Bayram Gale 	Aras Nehri'ne uçan otobüste belirlemelere göre iki kiþinin öldüðü 	37 kiþinin yaralandýðýný bildirdi .		
140	88185	1	mücahid	3	Yolcu otobüsü Aras Nehri'ne uçtu :2 ölü 	37 yaralý Kars'ýn Sarýkamýþ Ýlçesi Kaymakamý Bayram Gale 	Aras Nehri'ne uçan otobüste belirlemelere göre iki kiþinin öldüðü 	37 kiþinin yaralandýðýný bildirdi .		
140	88185	2	ercangu	2	Gale 	bir yolcu otobüsünün sabah saatlerinde Aras Nehri'ne uçtuðunu belirterek 	''Þu ana kadar yaptýðýmýz belirlemelere göre kazada 2 kiþi yaþamýný yitirdi ''diye konuþtu .			
140	88185	2	Mehmet	2	Gale 	bir yolcu otobüsünün sabah saatlerinde Aras Nehri'ne uçtuðunu belirterek 	''Þu ana kadar yaptýðýmýz belirlemelere göre kazada 2 kiþi yaþamýný yitirdi ''diye konuþtu .			
140	88185	2	mücahid	3	Gale 	bir yolcu otobüsünün sabah saatlerinde Aras Nehri'ne uçtuðunu belirterek 	''Þu ana kadar yaptýðýmýz belirlemelere göre kazada 2 kiþi yaþamýný yitirdi ''diye konuþtu .			
140	88185	3	ercangu	2	Kazada yaralanan 37 kiþiden 4'nün Kars 	10'nun Sarýkamýþ devlet hastanelerinde tedavi altýna alýndýðý 	diðer yaralýlarýn ise Erzurum ve Horasan'a sevk edildiði kaydedildi .			
140	88185	3	Mehmet	2	Kazada yaralanan 37 kiþiden 4'nün Kars 	10'nun Sarýkamýþ devlet hastanelerinde tedavi altýna alýndýðý 	diðer yaralýlarýn ise Erzurum ve Horasan'a sevk edildiði kaydedildi .			
140	88185	3	mücahid	2	Kazada yaralanan 37 kiþiden 4'nün Kars 	10'nun Sarýkamýþ devlet hastanelerinde tedavi altýna alýndýðý 	diðer yaralýlarýn ise Erzurum ve Horasan'a sevk edildiði kaydedildi .			
140	88206	1	ercangu	3	Yolcu otobüsü Aras Nehri'ne uçtu :3 ölü 	9 kayýp Kars Valisi Nevzat Turhan 	Aras Nehri'ne uçan yolcu otobüsüyle ilgili olarak 	''Firma görevlilerinin ifadeleri doðrultusunda 9 kiþi kayýp ''dedi .?		
140	88206	1	Mehmet	2	Yolcu otobüsü Aras Nehri'ne uçtu :3 ölü 	9 kayýp Kars Valisi Nevzat Turhan 	Aras Nehri'ne uçan yolcu otobüsüyle ilgili olarak 	''Firma görevlilerinin ifadeleri doðrultusunda 9 kiþi kayýp ''dedi .?		
140	88206	1	mücahid	3	Yolcu otobüsü Aras Nehri'ne uçtu :3 ölü 	9 kayýp Kars Valisi Nevzat Turhan 	Aras Nehri'ne uçan yolcu otobüsüyle ilgili olarak 	''Firma görevlilerinin ifadeleri doðrultusunda 9 kiþi kayýp ''dedi .?		
140	88206	2	ercangu	1	Bilecik'te trafik kazasý meydana geldi :19 yaralý ?					
140	88206	2	Mehmet	1	Bilecik'te trafik kazasý meydana geldi :19 yaralý ?					
140	88206	2	mücahid	1	Bilecik'te trafik kazasý meydana geldi :19 yaralý ?					
140	88206	3	ercangu	2	Afyonkarahisar'da trafik kazasý :14 yaralý Vali Turhan 	gazetecileri yaptýðý açýklamada 	Ýstanbul'dan Nahcivan'a gitmekte olan Iðdýrlý Turizm'e ait otobüsün 	Sarýkamýþ Ýlçesi'ne baðlý Karakurt Beldesi'ne 4 kilometre uzaklýktaki bölgede virajý alamayarak 	Aras Nehri'ne uçtuðunu ve yapýlan ilk müdahalede 	35 kiþinin yaralý olarak kurtarýldýðýný söyledi .
140	88206	3	Mehmet	2	Afyonkarahisar'da trafik kazasý :14 yaralý Vali Turhan 	gazetecileri yaptýðý açýklamada 	Ýstanbul'dan Nahcivan'a gitmekte olan Iðdýrlý Turizm'e ait otobüsün 	Sarýkamýþ Ýlçesi'ne baðlý Karakurt Beldesi'ne 4 kilometre uzaklýktaki bölgede virajý alamayarak 	Aras Nehri'ne uçtuðunu ve yapýlan ilk müdahalede 	35 kiþinin yaralý olarak kurtarýldýðýný söyledi .
140	88206	3	mücahid	3	Afyonkarahisar'da trafik kazasý :14 yaralý Vali Turhan 	gazetecileri yaptýðý açýklamada 	Ýstanbul'dan Nahcivan'a gitmekte olan Iðdýrlý Turizm'e ait otobüsün 	Sarýkamýþ Ýlçesi'ne baðlý Karakurt Beldesi'ne 4 kilometre uzaklýktaki bölgede virajý alamayarak 	Aras Nehri'ne uçtuðunu ve yapýlan ilk müdahalede 	35 kiþinin yaralý olarak kurtarýldýðýný söyledi .
140	88206	4	ercangu	2	Yaralýlardan 24'nün Horasan ve Erzurum devlet hastanelerinde 11'nin ise Sarýkamýþ ve Kars'ta tedavi altýna alýndýðýný bildiren Vali Turhan 	''Þu ana kadar 2 kiþi öldü .				
140	88206	4	Mehmet	2	Yaralýlardan 24'nün Horasan ve Erzurum devlet hastanelerinde 11'nin ise Sarýkamýþ ve Kars'ta tedavi altýna alýndýðýný bildiren Vali Turhan 	''Þu ana kadar 2 kiþi öldü .				
140	88206	4	mücahid	2	Yaralýlardan 24'nün Horasan ve Erzurum devlet hastanelerinde 11'nin ise Sarýkamýþ ve Kars'ta tedavi altýna alýndýðýný bildiren Vali Turhan 	''Þu ana kadar 2 kiþi öldü .				
140	88206	5	ercangu	3	1 cesedin de aracýn alt kýsmýnda sýkýþmýþ olduðu belirlendi ''diye konuþtu .					
140	88206	5	Mehmet	3	1 cesedin de aracýn alt kýsmýnda sýkýþmýþ olduðu belirlendi ''diye konuþtu .					
140	88206	5	mücahid	3	1 cesedin de aracýn alt kýsmýnda sýkýþmýþ olduðu belirlendi ''diye konuþtu .					
140	88209	1	ercangu	3	Yaralý kurtarýlan yolcu :Yoldan geçenler bizi kurtardý Aras Nehri'ne uçan yolcu otobüsünden yaralý kurtarýlan Nahcývan uyruklu Vekil Caferov 	''Yoldan geçenler bizi kurtardý ''dedi .				
140	88209	1	Mehmet	3	Yaralý kurtarýlan yolcu :Yoldan geçenler bizi kurtardý Aras Nehri'ne uçan yolcu otobüsünden yaralý kurtarýlan Nahcývan uyruklu Vekil Caferov 	''Yoldan geçenler bizi kurtardý ''dedi .				
140	88209	1	mücahid	3	Yaralý kurtarýlan yolcu :Yoldan geçenler bizi kurtardý Aras Nehri'ne uçan yolcu otobüsünden yaralý kurtarýlan Nahcývan uyruklu Vekil Caferov 	''Yoldan geçenler bizi kurtardý ''dedi .				
140	88209	2	ercangu	3	Aras Nehri'ne uçan yolcu otobüsünde yaralanan ve Kars Devlet Hastanesi'nde tedavi altýna alýnan Caferov 	yaþadýklarýný anlattý .				
140	88209	2	Mehmet	3	Aras Nehri'ne uçan yolcu otobüsünde yaralanan ve Kars Devlet Hastanesi'nde tedavi altýna alýnan Caferov 	yaþadýklarýný anlattý .				
140	88209	2	mücahid	3	Aras Nehri'ne uçan yolcu otobüsünde yaralanan ve Kars Devlet Hastanesi'nde tedavi altýna alýnan Caferov 	yaþadýklarýný anlattý .				
140	88209	3	ercangu	3	Kaza anýnda uyumaya çalýþtýðýný ifade eden Caferov 	þunlarý söyledi :''Bir anda otobüs uçtu .				
140	88209	3	Mehmet	3	Kaza anýnda uyumaya çalýþtýðýný ifade eden Caferov 	þunlarý söyledi :''Bir anda otobüs uçtu .				
140	88209	3	mücahid	3	Kaza anýnda uyumaya çalýþtýðýný ifade eden Caferov 	þunlarý söyledi :''Bir anda otobüs uçtu .				
140	88209	4	ercangu	3	Ayaðýmý hissetmiyordum .					
140	88209	4	Mehmet	3	Ayaðýmý hissetmiyordum .					
140	88209	4	mücahid	3	Ayaðýmý hissetmiyordum .					
140	88209	5	ercangu	3	Suyun kenarýnda bir aðaç parçasý vardý .					
